file_name,function_name,complexity,tokens,model,llm_latency_s,verification_latency_s,verdict,orig_instrs,final_instrs,reduction_pct,finish_reason,syntax_error
linpack-pc.bc,dmxpy,11,14080,ollama/qwen2.5-coder:7b,258.269,,syntax_fail,732,732,0.0,stop,"/home/jovyan/llvm_toolchain/llvm-project/llvm/build/bin/llvm-as: /tmp/tmp8gb1hcrl.ll:582:3: error: instruction forward referenced with type 'label'
  %380 = add nsw i32 %379, 1
  ^"
smallpt.bc,_Z8radianceRK3RayiPt,18,22834,ollama/qwen2.5-coder:7b,,,pending,999,999,0.0,call_error: ,
smallpt.bc,main,12,12441,ollama/qwen2.5-coder:7b,249.779,0.038,unsupported,510,510,0.0,stop,
ffbench.bc,main,18,6646,ollama/qwen2.5-coder:7b,128.306,0.041,passed,314,314,0.0,stop,
ffbench.bc,fourn,13,8571,ollama/qwen2.5-coder:7b,177.94,,syntax_fail,450,450,0.0,stop,"/home/jovyan/llvm_toolchain/llvm-project/llvm/build/bin/llvm-as: /tmp/tmp18d5sna9.ll:487:26: error: '%272' defined with type 'i64' but expected 'ptr'
  store double %268, ptr %272, align 8
                         ^"
fpcmp.bc,AdvanceNumber,16,4948,ollama/qwen2.5-coder:7b,48.374,0.041,passed,130,130,0.0,stop,
fpcmp.bc,CompareNumbers,17,7231,ollama/qwen2.5-coder:7b,100.728,1.458,unsupported,262,262,0.0,stop,
fpcmp.bc,main,11,5791,ollama/qwen2.5-coder:7b,64.533,1.477,unsupported,174,174,0.0,stop,
nussinov.bc,kernel_nussinov,16,8370,ollama/qwen2.5-coder:7b,105.945,0.041,passed,373,373,0.0,stop,
nussinov.bc,kernel_nussinov_StrictFP,16,8370,ollama/qwen2.5-coder:7b,163.837,0.04,passed,373,373,0.0,stop,
flops.bc,main,15,24689,ollama/qwen2.5-coder:7b,,,pending,1341,1341,0.0,call_error: ,
fannkuch.bc,fannkuch,15,5674,ollama/qwen2.5-coder:7b,116.489,0.025,passed,294,294,0.0,stop,
queens.bc,main,15,4669,ollama/qwen2.5-coder:7b,67.803,0.041,passed,177,177,0.0,stop,
deriche.bc,kernel_deriche,13,11320,ollama/qwen2.5-coder:7b,222.946,0.046,passed,533,533,0.0,stop,
deriche.bc,kernel_deriche_StrictFP,13,11333,ollama/qwen2.5-coder:7b,240.708,,syntax_fail,546,546,0.0,stop,"/home/jovyan/llvm_toolchain/llvm-project/llvm/build/bin/llvm-as: /tmp/tmpd1bywbsz.ll:686:3: error: instruction forward referenced with type 'i32'
  %370 = sext i32 %370 to i64
  ^"
